Country_Code,Country,WEO Subject Code,Subject Descriptor,Units,Year,Value,Country_Name,Region,Income_Group
UGA,Uganda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,361.953,Uganda,Sub-Saharan Africa,Low income
UKR,Ukraine,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,885.315,Ukraine,Europe & Central Asia,Upper middle income
ARE,United Arab Emirates,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,32790.74,United Arab Emirates,Middle East & North Africa,High income
GBR,United Kingdom,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,30127.493,United Kingdom,Europe & Central Asia,High income
USA,United States,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,37945.761,United States,North America,High income
URY,Uruguay,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,4441.095,Uruguay,Latin America & Caribbean,High income
UZB,Uzbekistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,481.995,Uzbekistan,Europe & Central Asia,Lower middle income
VUT,Vanuatu,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,1313.463,Vanuatu,East Asia & Pacific,Lower middle income
VEN,Venezuela,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,3778.255,"Venezuela, RB",Latin America & Caribbean,
VNM,Vietnam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,546.555,Vietnam,East Asia & Pacific,Lower middle income
WBG,West Bank and Gaza,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,1102.5,,,
YEM,Yemen,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,551.194,"Yemen, Rep.",Middle East & North Africa,Low income
ZMB,Zambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,399.099,Zambia,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,922.878,Zimbabwe,Sub-Saharan Africa,Lower middle income
AFG,Afghanistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,233.755,Afghanistan,South Asia,Low income
ALB,Albania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1846.119,Albania,Europe & Central Asia,Upper middle income
DZA,Algeria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2304.603,Algeria,Middle East & North Africa,Upper middle income
AGO,Angola,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,982.806,Angola,Sub-Saharan Africa,Lower middle income
ATG,Antigua and Barbuda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,10921.845,Antigua and Barbuda,Latin America & Caribbean,High income
ARG,Argentina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,3761.088,Argentina,Latin America & Caribbean,Upper middle income
ARM,Armenia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,923.387,Armenia,Europe & Central Asia,Upper middle income
ABW,Aruba,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,21949.392,Aruba,Latin America & Caribbean,High income
AUS,Australia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,27303.124,Australia,East Asia & Pacific,High income
AUT,Austria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,32298.607,Austria,Europe & Central Asia,High income
AZE,Azerbaijan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,879.863,Azerbaijan,Europe & Central Asia,Upper middle income
BHS,The Bahamas,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,27896.338,"Bahamas, The",Latin America & Caribbean,High income
BHR,Bahrain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,14486.061,Bahrain,Middle East & North Africa,High income
BGD,Bangladesh,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,532.343,Bangladesh,South Asia,Lower middle income
BRB,Barbados,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,11788.654,Barbados,Latin America & Caribbean,High income
BLR,Belarus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1880.217,Belarus,Europe & Central Asia,Upper middle income
BEL,Belgium,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,30707.665,Belgium,Europe & Central Asia,High income
BLZ,Belize,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,4704.716,Belize,Latin America & Caribbean,Upper middle income
BEN,Benin,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,698.234,Benin,Sub-Saharan Africa,Lower middle income
BTN,Bhutan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1023.488,Bhutan,South Asia,Lower middle income
BOL,Bolivia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,908.203,Bolivia,Latin America & Caribbean,Lower middle income
BIH,Bosnia and Herzegovina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2254.449,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income
BWA,Botswana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,4088.461,Botswana,Sub-Saharan Africa,Upper middle income
BRA,Brazil,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,3165.195,Brazil,Latin America & Caribbean,Upper middle income
BRN,Brunei Darussalam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,20975.54,Brunei Darussalam,East Asia & Pacific,High income
BGR,Bulgaria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2710.577,Bulgaria,Europe & Central Asia,High income
BFA,Burkina Faso,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,363.727,Burkina Faso,Sub-Saharan Africa,Low income
BDI,Burundi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,108.066,Burundi,Sub-Saharan Africa,Low income
CPV,Cabo Verde,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1792.291,Cabo Verde,Sub-Saharan Africa,Lower middle income
KHM,Cambodia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,406.869,Cambodia,East Asia & Pacific,Lower middle income
CMR,Cameroon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,949.02,Cameroon,Sub-Saharan Africa,Lower middle income
CAN,Canada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,28340.085,Canada,North America,High income
CAF,Central African Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,310.302,Central African Republic,Sub-Saharan Africa,Low income
TCD,Chad,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,450.958,Chad,Sub-Saharan Africa,Low income
CHL,Chile,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,4824.87,Chile,Latin America & Caribbean,High income
CHN,China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1282.21,China,East Asia & Pacific,Upper middle income
COL,Colombia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2313.535,Colombia,Latin America & Caribbean,Upper middle income
COM,Comoros,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,949.68,Comoros,Sub-Saharan Africa,Lower middle income
COD,Democratic Republic of the Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,171.505,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income
COG,Republic of Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1128.049,"Congo, Rep.",Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,4227.819,Costa Rica,Latin America & Caribbean,Upper middle income
CIV,Côte d'Ivoire,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1198.538,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income
HRV,Croatia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,8191.829,Croatia,Europe & Central Asia,High income
CYP,Cyprus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,20389.337,Cyprus,Europe & Central Asia,High income
CZE,Czech Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,9823.287,Czechia,Europe & Central Asia,High income
DNK,Denmark,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,40512.045,Denmark,Europe & Central Asia,High income
DJI,Djibouti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1160.467,Djibouti,Middle East & North Africa,Lower middle income
DMA,Dominica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,4825.77,Dominica,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2460.554,Dominican Republic,Latin America & Caribbean,Upper middle income
ECU,Ecuador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2324.789,Ecuador,Latin America & Caribbean,Upper middle income
EGY,Egypt,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1252.404,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income
SLV,El Salvador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2197.501,El Salvador,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,5424.13,Equatorial Guinea,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,258.933,Eritrea,Sub-Saharan Africa,Low income
EST,Estonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,7216.265,Estonia,Europe & Central Asia,High income
SWZ,Eswatini,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2235.678,Eswatini,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,132.704,Ethiopia,Sub-Saharan Africa,Low income
FJI,Fiji,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,3072.964,Fiji,East Asia & Pacific,Upper middle income
FIN,Finland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,32961.92,Finland,Europe & Central Asia,High income
FRA,France,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,30682.636,France,Europe & Central Asia,High income
GAB,Gabon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,5015.596,Gabon,Sub-Saharan Africa,Upper middle income
GMB,The Gambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,581.319,"Gambia, The",Sub-Saharan Africa,Low income
GEO,Georgia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1034.533,Georgia,Europe & Central Asia,Upper middle income
DEU,Germany,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,30668.849,Germany,Europe & Central Asia,High income
GHA,Ghana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,860.469,Ghana,Sub-Saharan Africa,Lower middle income
GRC,Greece,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,18534.603,Greece,Europe & Central Asia,High income
GRD,Grenada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,5682.707,Grenada,Latin America & Caribbean,Upper middle income
GTM,Guatemala,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1847.291,Guatemala,Latin America & Caribbean,Upper middle income
GIN,Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,517.03,Guinea,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,435.072,Guinea-Bissau,Sub-Saharan Africa,Low income
GUY,Guyana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2144.109,Guyana,Latin America & Caribbean,High income
HTI,Haiti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,540.556,Haiti,Latin America & Caribbean,Lower middle income
HND,Honduras,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1158.117,Honduras,Latin America & Caribbean,Lower middle income
HKG,Hong Kong SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,23856.482,"Hong Kong SAR, China",East Asia & Pacific,High income
HUN,Hungary,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,8409.098,Hungary,Europe & Central Asia,High income
ISL,Iceland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,39620.411,Iceland,Europe & Central Asia,High income
IND,India,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,543.845,India,South Asia,Lower middle income
IDN,Indonesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1186.465,Indonesia,East Asia & Pacific,Upper middle income
IRN,Islamic Republic of Iran,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2353.361,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income
IRQ,Iraq,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,608.655,Iraq,Middle East & North Africa,Upper middle income
IRL,Ireland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,40939.729,Ireland,Europe & Central Asia,High income
ISR,Israel,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,19637.118,Israel,Middle East & North Africa,High income
ITA,Italy,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,27580.477,Italy,Europe & Central Asia,High income
JAM,Jamaica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,3586.441,Jamaica,Latin America & Caribbean,Upper middle income
JPN,Japan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,35410.229,Japan,East Asia & Pacific,High income
JOR,Jordan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1959.792,Jordan,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2068.126,Kazakhstan,Europe & Central Asia,Upper middle income
KEN,Kenya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,668.483,Kenya,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,1082.547,Kiribati,East Asia & Pacific,Lower middle income
KOR,Korea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,14672.418,"Korea, Rep.",East Asia & Pacific,High income
UVK,Kosovo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2205.535,,,
KWT,Kuwait,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,18796.658,Kuwait,Middle East & North Africa,High income
KGZ,Kyrgyz Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,382.888,Kyrgyz Republic,Europe & Central Asia,Lower middle income
LAO,Lao P.D.R.,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,397.312,Lao PDR,East Asia & Pacific,Lower middle income
LVA,Latvia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,5121.736,Latvia,Europe & Central Asia,High income
LBN,Lebanon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,4440.345,Lebanon,Middle East & North Africa,Lower middle income
